criterion,identifier,title,title_url,detail_url,authors,snippet,result_year,origin_name,origin_url
abstract,oai:repositorium.uminho.pt:1822/77689,"Gamificação: categorias, técnicas e aplicação no domínio científico",https://hdl.handle.net/1822/77689,https://www.rcaap.pt/detail.jsp?id=oai:repositorium.uminho.pt:1822/77689,"Almeida, Pedro Villanova Gomes de","Este trabalho visa instruir seus leitores nos conceitos da gamificação. Para dar um panorama geral, iniciaremos conceituando jogos, pois acreditamos ser importante que nossos usuários tenham uma noção clara do que é um jogo, e da sua importância na nossa cultura antes de entrarmos na Gamificação em si. Nossa principal referência no meio é Schell, J. (2014), com oseu livro The art of game design, que definem 10 ...",,RepositóriUM - Universidade do Minho,https://repositorium.uminho.pt
abstract,oai:estudogeral.uc.pt:10316/114325,Práticas de letramento em comunidades virtuais: o gênero fanfiction,https://hdl.handle.net/10316/114325,https://www.rcaap.pt/detail.jsp?id=oai:estudogeral.uc.pt:10316/114325,"Clemente, Bianca Jussara Borges","Tese de Doutoramento em Estudos Contemporâneos apresentada ao Instituto de Investigação Interdisciplinar; Esta tese de doutoramento visa compreender as práticas de literacias dos leitores-escritores fãs de ficção em uma comunidade virtual Nyah! Fanfiction. Para tanto, a investigação perpassa pelos rastros das Humanidades Digitais, das práticas de literacias na comunidade virtual e pelos construtos sobre ciberes...",,Estudo Geral - Universidade de Coimbra,http://estudogeral.sib.uc.pt
abstract,oai:dspace.uevora.pt:10174/35754,Património ferroviário e urbanismo em cidades portuárias da Península Ibérica,http://hdl.handle.net/10174/35754,https://www.rcaap.pt/detail.jsp?id=oai:dspace.uevora.pt:10174/35754,"Lourencetti, Fernanda de Lima",Esta investigação tem como objetivo principal identificar as semelhanças e as diferenças da forma como ao longo do tempo se estabeleceram as ligações entre o caminho de ferro e o porto e as práticas de preservação do património ferroviário em cidades localizadas no litoral ibérico banhado pelo oceano Atlântico. Procura-se apresentar uma abordagem histórica das relações que se estabeleceram entre as zonas portuá...,,Repositório Científico da Universidade de Évora,https://dspace.uevora.pt/rdpc
abstract,oai:ria.ua.pt:10773/42068,Sistema integrado de suporte à edição eletrónica de forais medievais portuguese...,http://hdl.handle.net/10773/42068,https://www.rcaap.pt/detail.jsp?id=oai:ria.ua.pt:10773/42068,"Sousa, José Vasco Carvalho de","As humanidades digitais têm emergido na última década como um campo de investigação interdisciplinar, que integra tecnologia e métodos computacionais na pesquisa, preservação e partilha de fontes textuais. O projeto iForal visa o estudo histórico-linguístico das cartas de foral outorgadas pelo poder régio até 1279, assim como os seus testemunhos latinos e vernaculares produzidos até ao final do século XV. A pre...",,RIA - Repositório Institucional da Universidade de Aveiro,https://ria.ua.pt
abstract,oai:repositorium.uminho.pt:1822/85866,"Os conselhos espirituais de um padre no século XVIII: edição, tradução e codifi...",https://hdl.handle.net/1822/85866,https://www.rcaap.pt/detail.jsp?id=oai:repositorium.uminho.pt:1822/85866,"Piovesan, Fabíola dos Santos","Este trabalho tem por objetivo trazer à luz um conteúdo que sirva de contributo ao mundo, através de um viés investigativo sobre o assunto “espiritualidade”. Ao utilizar parte de um conteúdo inédito encontrado no Arquivo Distrital de Braga – o livro manuscrito da mão do padre Matias Álvares Cardoso –, realizam-se atividades que visam corresponder a uma proposta de linha de pesquisa dentro das Humanidades Digita...",,RepositóriUM - Universidade do Minho,https://repositorium.uminho.pt
abstract,oai:repositorium.uminho.pt:1822/82745,Projeto Liderα: plataforma de liderança feminina em tecnologia,https://hdl.handle.net/1822/82745,https://www.rcaap.pt/detail.jsp?id=oai:repositorium.uminho.pt:1822/82745,"Alves, Sabrina Santos Machado","A escada de ascensão profissional para as mulheres tem mais degraus. Além das competências técnicas e habilidades comportamentais, sociais e de gestão, elas precisam romper paradigmas construídos há gerações sob a ótica do gênero. A ideia de que homens e mulheres são diferentes na sua forma de pensar, agir e liderar criou um abismo para o acesso das mulheres às áreas chamadas de STEM, sigla em inglês para Ciênc...",,RepositóriUM - Universidade do Minho,https://repositorium.uminho.pt
abstract,oai:repositorium.uminho.pt:1822/96327,Sistema operativo orientado às ontologias,https://hdl.handle.net/1822/96327,https://www.rcaap.pt/detail.jsp?id=oai:repositorium.uminho.pt:1822/96327,"Barata, Tiago Manuel Queirós","Esta tese apresenta o desenvolvimento e a exploração de um sistema operativo baseado em ontologias (OBOS), que integra as funcionalidades e a simplicidade das ferramentas inspiradas em Unix com o ambiente de dados estruturados das ontologias. A principal motivação por trás deste sistema é melhorar a gestão e manipulação de dados ontológicos nas humanidades digitais e outros domínios onde a representação estrutu...",,RepositóriUM - Universidade do Minho,https://repositorium.uminho.pt
abstract,oai:repositorium.uminho.pt:1822/92229,Processamento linguístico de narrativas produzidas por crianças lusodescendente...,https://hdl.handle.net/1822/92229,https://www.rcaap.pt/detail.jsp?id=oai:repositorium.uminho.pt:1822/92229,"Antunes, João Vieira","Este projeto conjugará duas importantes áreas de estudo da linguística e das humanidades digitais, nomeadamente o bilinguismo e a análise e tratamento de corpora. Para tal, foram transcritas e analisadas 40 narrativas retiradas de um projeto de investigação, coordenado pela Professora Doutora Cristina Flores, investigadora no Centro de Estudos Humanísticos da Universidade do Minho. O estudo centrou-se em crianç...",,RepositóriUM - Universidade do Minho,https://repositorium.uminho.pt
abstract,oai:repositorio.ulisboa.pt:10400.5/97087,Padrões agroecológicos históricos em Portugal Continental: uma abordagem com In...,http://hdl.handle.net/10400.5/97087,https://www.rcaap.pt/detail.jsp?id=oai:repositorio.ulisboa.pt:10400.5/97087,"Carvalho, Diogo Filipe Ferreira de","Esta dissertação explora como a Inteligência Artificial (IA) e os Sistemas de Informação Geográfica (SIG) podem contribuir para a análise de padrões agroecológicos históricos em Portugal Continental na década de 1950. De forma inovadora, combina Reconhecimento Ótico de Caracteres (OCR) e modelos de linguagem avançados, como o ChatGPT, para melhorar a extração e análise de dados históricos. Utilizando técnicas d...",,Repositório da Universidade de Lisboa,https://repositorio.ulisboa.pt/
abstract,oai:repositorium.uminho.pt:1822/93894,Mídias digitais no ensino de língua inglesa: da pesquisa bibliográfica à criaçã...,https://hdl.handle.net/1822/93894,https://www.rcaap.pt/detail.jsp?id=oai:repositorium.uminho.pt:1822/93894,"Santana, Maria da Conceição Lopes","Esta dissertação, desenvolvida no âmbito do mestrado em Humanidades Digitais, realiza uma revisão de artigos com recorte temporal entre 2020 e 2023, com o intuito de compreender as práticas atuais e as percepções dos professores em relação ao uso de mídias digitais no ensino da língua inglesa. O tema proposto envolve o uso de mídias digitais no ensino da língua inglesa, a formação de professores e a criação de ...",,RepositóriUM - Universidade do Minho,https://repositorium.uminho.pt
abstract,oai:repositorio.ulisboa.pt:10400.5/96907,O livro antigo na Biblioteca Municipal Fernando Piteira Santos : projeto de col...,http://hdl.handle.net/10400.5/96907,https://www.rcaap.pt/detail.jsp?id=oai:repositorio.ulisboa.pt:10400.5/96907,"Tomás, Rui Manuel Ribeiro","Este trabalho visa elaborar uma proposta de projeto de digitalização e disponibilização em linha (coleção digital) de uma coleção de obras antigas e, em alguns casos, raras (Livro Antigo), que fazem parte do acervo da Biblioteca Municipal Fernando Piteira Santos, no município da Amadora. É um conjunto de livros que se situam cronologicamente entre os séculos XVII e XIX (até 1820) e que integram as coleções espe...",,Repositório da Universidade de Lisboa,https://repositorio.ulisboa.pt/
abstract,oai:ubibliorum.ubi.pt:10400.6/15147,Memória Curta: A Lã e a Neve como Espelho da Revolução Silenciada,http://hdl.handle.net/10400.6/15147,https://www.rcaap.pt/detail.jsp?id=oai:ubibliorum.ubi.pt:10400.6/15147,"Correia, Sara Alexandra da Silva Gomes","No atual contexto de polarizações políticas e ressurgimento de extremismos, A Lã e a Neve de Ferreira de Castro emerge como um recurso literário essencial para entender as dinâmicas sociopolíticas de Portugal na década de 1940. Este estudo pretende a recontextualização da obra na contemporaneidade, beneficiando-se das recentes inovações no campo das humanidades digitais e das artes visuais. O nosso trabalho inv...",,uBibliorum,http://ubibliorum.ubi.pt/
abstract,oai:repositorium.uminho.pt:1822/92234,Preservação digital de património municipal – experiência no Arquivo da cidade ...,https://hdl.handle.net/1822/92234,https://www.rcaap.pt/detail.jsp?id=oai:repositorium.uminho.pt:1822/92234,"Paço, Alexandre Manuel Dias do","Este relatório de estágio, redigido no âmbito do Mestrado em Humanidades Digitais da Universidade do Minho, apresenta a experiência na área de preservação digital de arquivos, realizada nos Archives de la Ville de Neuchâtel, Suíça. O principal objetivo do referido estágio consistiu em desenvolver e adquirir competências na área da preservação digital e na organização e catalogação de arquivos físicos. O enquadr...",,RepositóriUM - Universidade do Minho,https://repositorium.uminho.pt
abstract,oai:repositorium.uminho.pt:1822/93593,Como atrair digitalmente o público do século XXI - Markate,https://hdl.handle.net/1822/93593,https://www.rcaap.pt/detail.jsp?id=oai:repositorium.uminho.pt:1822/93593,"Sousa, Ricardo José Ribeiro de","Este relatório tem por base o relato de mais de 3 meses de estágio curricular na agência de Marketing Markate, com início em 06 de março de 2023 e final a 7 de junho de 2023. O documento presente evidencia as atividades realizadas no decurso desses meses como estagiário curricular na referida empresa. A empresa Markate, sediada em Braga, mais precisamente em Nogueira, deu a oportunidade de consolidar e aprimora...",,RepositóriUM - Universidade do Minho,https://repositorium.uminho.pt
abstract,oai:repositorium.uminho.pt:1822/88235,Comunicação digital de ciência: criação de conteúdos com Inteligência Artificia...,https://hdl.handle.net/1822/88235,https://www.rcaap.pt/detail.jsp?id=oai:repositorium.uminho.pt:1822/88235,"Barros, Madalena de Amorim","Neste relatório de estágio, destaco a importância da minha experiência no Gabinete de Imagem e Comunicação do ITQB NOVA e no projeto ""Simplesmente Ciência"", onde foi explorada a utilização da Inteligência Artificial (IA) na simplificação de artigos científicos em guiões adequados à criação de conteúdos para um público-alvo leigo. O estudo não só aprofunda os fundamentos teóricos deste processo transformador, co...",,RepositóriUM - Universidade do Minho,https://repositorium.uminho.pt
abstract,oai:repositorium.uminho.pt:1822/92236,Criar e comunicar no digital. A experiência dentro de uma agência de marketing,https://hdl.handle.net/1822/92236,https://www.rcaap.pt/detail.jsp?id=oai:repositorium.uminho.pt:1822/92236,"Sá, Maria João da Silva","Este relatório tem como objetivo relatar quatro meses e uma semana de estágio curricular na agência de Marketing Markate, com início no dia 18 de abril de 2023 e término no dia 25 de agosto de 2023. Este estágio contou com a supervisão e acompanhamento do Professor Doutor Pedro Dono, e na empresa da Profissional Isabel Ferraz. Descreve as atividades que se foram realizando ao longo dos meses bem como os desafio...",,RepositóriUM - Universidade do Minho,https://repositorium.uminho.pt
abstract,oai:repositorium.uminho.pt:1822/92748,Coleção de livro antigo da Biblioteca Vítor Aguiar e Silva: uma proposta metodo...,https://hdl.handle.net/1822/92748,https://www.rcaap.pt/detail.jsp?id=oai:repositorium.uminho.pt:1822/92748,"Serra, Fernanda Luísa Ferreira","A Biblioteca Vítor Aguiar e Silva (BVAS) do Centro de Estudos Humanísticos da Universidade do Minho (CEHUM) é detentora de obras impressas de digno valor histórico, científico, pedagógico e patrimonial, cujo período de edição está compreendido entre 1587 e 1800, designada por Coleção de Livro Antigo. As obras que pertencem à coleção são consideradas edições raras e únicas, portanto, o propósito deste projeto é ...",,RepositóriUM - Universidade do Minho,https://repositorium.uminho.pt
abstract,oai:repositorium.uminho.pt:1822/96442,RELIA: Roteiro empático de leitura com Inteligência Artificial,https://hdl.handle.net/1822/96442,https://www.rcaap.pt/detail.jsp?id=oai:repositorium.uminho.pt:1822/96442,"Mota, Rômulo Sherman Magalhães","A leitura literária enfrenta desafios significativos na era digital, incluindo a fragmentação da atenção e a dificuldade de engajamento com textos complexos. Esta dissertação propõe o RELIA (Roteiro Empático de Leitura com Inteligência Artificial), uma abordagem inovadora que integra inteligência artificial (IA) para facilitar a leitura crítica e interpretativa de obras literárias. O estudo baseia-se na Taxonom...",,RepositóriUM - Universidade do Minho,https://repositorium.uminho.pt
abstract,oai:estudogeral.uc.pt:10316/122000,"Um sopro de vida em desedição: pedaços, avessos e outros personagens nos manusc...",https://hdl.handle.net/10316/122000,https://www.rcaap.pt/detail.jsp?id=oai:estudogeral.uc.pt:10316/122000,"Oliveira, Elizama Almeida de","Tese de Doutoramento em Materialidades da Literatura apresentada à Faculdade de Letras; The research proposes an archaeological and fragmentary perspective on the manuscripts of A Breath of Life, Clarice Lispector's posthumous novel. Rather than adopting a constructive, reconstructive, or comparative method between the published version and the originals, the study emphasizes the materiality of the folios — inc...",,Estudo Geral - Universidade de Coimbra,http://estudogeral.sib.uc.pt
abstract,oai:repositorium.uminho.pt:1822/96672,Contributo do design de experiência e de interface do utilizador para o marketi...,https://hdl.handle.net/1822/96672,https://www.rcaap.pt/detail.jsp?id=oai:repositorium.uminho.pt:1822/96672,"Guimarães, Filipa Cristina Alves","Este relatório descreve o estágio curricular realizado na empresa iCognitus4ALL - IT Solutions, no âmbito do 2º ano de Mestrado em Humanidades Digitais, da Universidade do Minho. O Mestrado em Humanidades Digitais oferece uma abordagem multidisciplinar, combinando as humanidades com a tecnologia, permitindo a criação de soluções que equilibram inovação tecnológica com as necessidades e interações humanas. Neste...",,RepositóriUM - Universidade do Minho,https://repositorium.uminho.pt
abstract,oai:repositorium.uminho.pt:1822/96715,Transformação digital em museus: visita virtual e modelação 3D de artefactos,https://hdl.handle.net/1822/96715,https://www.rcaap.pt/detail.jsp?id=oai:repositorium.uminho.pt:1822/96715,"Santos, Joana da Silva","Num contexto em que o metaverso se consolida como uma nova fronteira digital, os museus ampliam o seu alcance ao abraçar tecnologias imersivas e plataformas digitais para chegar a públicos mais amplos e diversificados, até numa perspetiva inclusiva. Essa extensão ao digital não só democratiza o acesso ao património, como também convida a uma reflexão nas dinâmicas para a preservação cultural, um dos grandes pil...",,RepositóriUM - Universidade do Minho,https://repositorium.uminho.pt
abstract,oai:repositorium.uminho.pt:1822/96676,Comunicação multimodal do projeto UMinho em Campo com Inteligência Artificial G...,https://hdl.handle.net/1822/96676,https://www.rcaap.pt/detail.jsp?id=oai:repositorium.uminho.pt:1822/96676,"Santana, Ana Filipa Oliveira","Este relatório, realizado no âmbito do Mestrado em Humanidades Digitais, decorre sob o projeto Voluntariado na UMinho - UMinho em Campo: Juntos na Transformação que tem por iniciativa da Universidade do Minho a pretensão de contribuir para a construção de um modelo de sociedade baseado em princípios humanistas, que tenha o saber, a criatividade e a inovação como fatores de crescimento, desenvolvimento sustentáv...",,RepositóriUM - Universidade do Minho,https://repositorium.uminho.pt
abstract,oai:repositorium.uminho.pt:1822/96677,Comunicação digital do projeto europeu PhD4Moz: promovendo a formação doutoral ...,https://hdl.handle.net/1822/96677,https://www.rcaap.pt/detail.jsp?id=oai:repositorium.uminho.pt:1822/96677,"Leão, Inês Catarina Teixeira","Este projeto curricular, inserido no Mestrado em Humanidades Digitais, teve como objetivo principal o desenvolvimento de um website para o projeto europeu PhD4Moz. A criação desta plataforma digital visou a divulgação de informações relevantes sobre o projeto, garantindo uma estética alinhada aos princípios do PhD4Moz. A responsabilidade principal consistiu na conceção e desenvolvimento do site utilizando a pla...",,RepositóriUM - Universidade do Minho,https://repositorium.uminho.pt
abstract,oai:repositorium.uminho.pt:1822/96432,App de realidade aumentada para museus: design da interface gráfica,https://hdl.handle.net/1822/96432,https://www.rcaap.pt/detail.jsp?id=oai:repositorium.uminho.pt:1822/96432,"Guimarães, Ricardo de Castro","O presente relatório de estágio curricular integra-se no segundo semestre do segundo ano do Mestrado em Humanidades Digitais da Universidade do Minho, tendo este sido realizado junto do Museu Arqueológico D. Diogo de Sousa sob a orientação interna do Técnico Superior de Gestão de Coleções e Arquivo, Óscar Santos, por um período de três meses, compreendidos entre 2 de fevereiro e 30 de abril de 2024, sendo que o...",,RepositóriUM - Universidade do Minho,https://repositorium.uminho.pt
abstract,oai:run.unl.pt:10362/190217,Museus em Transformação: Análise dos Contributos da Curadoria e das Humanidades...,http://hdl.handle.net/10362/190217,https://www.rcaap.pt/detail.jsp?id=oai:run.unl.pt:10362/190217,"Gertrudes, Marta Marques Sousa Robalo","A avaliação de impacto estabeleceu-se como uma ferramenta indispensável para compreender e demonstrar os benefícios gerados pelas instituições culturais, abrangendo dimensões sociais, culturais, económicas e ambientais. Contudo, dada a transformação digital dos museus, expandindo o seu alcance e modos de envolvimento, os modelos tradicionais de avaliação de impacto frequentemente falham em capturar todo o espet...",,Repositório Institucional da UNL,https://run.unl.pt
keywords,oai:estudogeral.uc.pt:10316/85399,O contributo das Bibliotecas Públicas Portuguesas para as Humanidades Digitais,https://hdl.handle.net/10316/85399,https://www.rcaap.pt/detail.jsp?id=oai:estudogeral.uc.pt:10316/85399,"Caetano, Cristina Filipe","Dissertação de Mestrado em Ciência da Informação apresentada à Faculdade de Letras; Este estudo apresentada uma reflexão sobre o papel das bibliotecas públicas, enquanto instituições de salvaguarda do património documental e bibliográfico e da história da comunidade local, no mundo digital e na investigação académica. A literatura consultada permite verificar que os investigadores em humanidades privilegiam o a...",,Estudo Geral - Universidade de Coimbra,http://estudogeral.sib.uc.pt
keywords,oai:dspace.uevora.pt:10174/23282,Bibliotecas digitais para as Humanidades: novos desafios e oportunidades,http://hdl.handle.net/10174/23282,https://www.rcaap.pt/detail.jsp?id=oai:dspace.uevora.pt:10174/23282,"Guerreiro, Dália Maria Godinho","As bibliotecas digitais são cruciais à investigação em Humanidades, exigindo maior eficácia e personalização no acesso à informação. No caso dos incunábulos e livro antigo disponibilizados em linha, as exigências da investigação apresentam requisitos específicos de pesquisa e acesso ao conteúdo, de transcrição e marcação do texto, criação de pontos de ligação, nomeadamente, através de sumários com o conteúdo te...",,Repositório Científico da Universidade de Évora,https://dspace.uevora.pt/rdpc
keywords,oai:repositorio.ufmg.br:1843/BUOS-B68FWD,Impactos provenientes da redocumentarização de acervos permanentes na pesquisa ...,http://hdl.handle.net/1843/BUOS-B68FWD,https://www.rcaap.pt/detail.jsp?id=oai:repositorio.ufmg.br:1843/BUOS-B68FWD,Hercules Pimenta dos Santos,"A presente pesquisa é fruto do desenvolvimento de um estudo interdisciplinar que buscou elucidar impactos encontrados no processo de consulta e organização do documento arquivístico de idade permanente, digitalizado. Buscamos analisar formas de organização da documentação de idade permanente desenvolvidas na Espanha, em relação às unidades de informação brasileiras. Os processos de estudo na Espanha, após aplic...",,Oasisbr,https://oasisbr.ibict.br/
keywords,oai:repositorio.ufba.br:ri/29614,FILOLOGIA E HUMANIDADES DIGITAIS NO ESTUDO DA DRAMATURGIA CENSURADA DE ROBERTO ...,http://repositorio.ufba.br/ri/handle/ri/29614,https://www.rcaap.pt/detail.jsp?id=oai:repositorio.ufba.br:ri/29614,"Correia, Fabiana Prudente","Submitted by Roberth Novaes (roberth.novaes@live.com) on 2019-05-21T14:06:14Z No. of bitstreams: 1 FabianaPrudente_TESE_2018_Definitiva (1).pdf: 11212452 bytes, checksum: 3b62d36075c02fbbb7e56804e96e52d5 (MD5); Approved for entry into archive by Setor de Periódicos (per_macedocosta@ufba.br) on 2019-05-21T21:45:29Z (GMT) No. of bitstreams: 1 FabianaPrudente_TESE_2018_Definitiva (1).pdf: 11212452 bytes, checksum:...",,Oasisbr,https://oasisbr.ibict.br/
keywords,oai:bibliotecadigital.fgv.br:10438/25834,#SOSRioDoce e #1AnoDeLamaELuta: um estudo sobre a recuperação de documentos nat...,http://hdl.handle.net/10438/25834,https://www.rcaap.pt/detail.jsp?id=oai:bibliotecadigital.fgv.br:10438/25834,"Lúcio, Taciana Sene","The work aims to identify the implications of network use as a repository of born-digital memories usable in historiographic production and thus to stimulate the use of these memories as a historical source. For this purpose, we adopted an exploratory approach retrieving information about Mariana disaster using the hashtags #SOSRioDoce and #1AnoDeLamaELuta as keywords. Through the tests performed, it was possib...",,Oasisbr,https://oasisbr.ibict.br/
keywords,oai:BDTD:118699,A Mentalidade Conservadora no Brasil : Uma análise da interação política em red...,http://biblioteca.ufabc.edu.br/index.php?codigo_sophia=118699,https://www.rcaap.pt/detail.jsp?id=oai:BDTD:118699,"Lerner, Celina","Orientador: Prof. Dr. Claudio Luis de Camargo Penteado; Tese (Doutorado) - Universidade Federal do ABC, Programa de Pós-Graduação em Ciências Humanas e Sociais, São Bernardo do Campo, 2019.; Expressões conservadoras despontaram com força nas redes sociais na Internet, nas ruas e nas urnas em diversas partes do globo nesta segunda década do século XXI. Com foco na manifestação brasileira do fenômeno, este trabal...",,Oasisbr,https://oasisbr.ibict.br/
keywords,oai:recipp.ipp.pt:10400.22/16057,Northern Portugal literary landscapes: constructing a aatabase for the LITESCAP...,http://hdl.handle.net/10400.22/16057,https://www.rcaap.pt/detail.jsp?id=oai:recipp.ipp.pt:10400.22/16057,"Grande, Ana Sofia Reis Campo","O presente relatório de estágio foi concretizado no âmbito do Mestrado em ‘Intercultural Studies, for Business’ do Instituto Superior de Contabilidade e Administração do Porto – Politécnico do Porto, para a obtenção do grau de Mestre. O estágio curricular realizado decorreu entre janeiro e maio de 2019, no Centro de Estudos Interculturais, integrando o Projeto “LITESCAPE- Atlas das Paisagens Literárias de Portu...",,Repositório Científico do Instituto Politécnico do Porto,https://recipp.ipp.pt
keywords,oai:dspace.mackenzie.br:10899/27862,Práticas computacionais no ensino fundamental: inspirando letramento em codific...,http://dspace.mackenzie.br/handle/10899/27862,https://www.rcaap.pt/detail.jsp?id=oai:dspace.mackenzie.br:10899/27862,"Franco, Jorge Ferreira",Instituto Presbiteriano Mackenzie; Fundo Mackenzie de Pesquisa; The theme investigated in this thesis is educational computing practices related to coding literacy through building three-dimensional digital spaces of virtual reality. The research questions are: how computational practices through utilizing programming languages during the building of three-dimensional digital spaces of virtual reality can contr...,,Oasisbr,https://oasisbr.ibict.br/
keywords,oai:dspace.mackenzie.br:10899/28543,Comunicação digital: um estudo sobre a interação da comunidade de seguidores da...,https://dspace.mackenzie.br/handle/10899/28543,https://www.rcaap.pt/detail.jsp?id=oai:dspace.mackenzie.br:10899/28543,"Mello, Eduarda Pina Cantaluppi","Coordenação de Aperfeiçoamento de Pessoal de Nível Superior; With the evolution of communication, and technological advancements, digital social networks became part of the interrelationship between people, allowing them to express themselves and to be present, even if at a distance. It’s possible for a group of people that shares specific interests, to interact and, how this relationship evolves depends on the...",,Oasisbr,https://oasisbr.ibict.br/
keywords,oai::1162369,História sob encomenda : o Instituto Museu da Pessoa sob um olhar historiográfico,https://hdl.handle.net/20.500.12733/1641184,https://www.rcaap.pt/detail.jsp?id=oai::1162369,"Marino, Ian Kisil, 1994-","Orientador: Thiago Lima Nicodemo; Dissertação (mestrado) - Universidade Estadual de Campinas, Instituto de Filosofia e Ciências Humanas; Resumo: O objetivo desta dissertação é compreender os fundamentos da narrativa histórica empreendida pelo Instituto Museu da Pessoa, uma relevante instância de produção de conhecimento no cenário brasileiro contemporâneo. Atento às operações particulares, às vinculantes a conc...",,Oasisbr,https://oasisbr.ibict.br/
keywords,oai:www.bdtd.uerj.br:1/16360,"Design de interfaces para visualização, exploração e análise de coleções fotogr...",http://www.bdtd.uerj.br/handle/1/16360,https://www.rcaap.pt/detail.jsp?id=oai:www.bdtd.uerj.br:1/16360,"Giannella, Júlia Rabetti","Submitted by Marianna CTC/G (marianna.uerj@gmail.com) on 2021-07-20T17:31:59Z No. of bitstreams: 1 Tese - Júlia Rabetti Giannella - 2020 - Completa.pdf: 21178929 bytes, checksum: c25df059ec7e067284d2a94d5d1383af (MD5); Made available in DSpace on 2021-07-20T17:31:59Z (GMT). No. of bitstreams: 1 Tese - Júlia Rabetti Giannella - 2020 - Completa.pdf: 21178929 bytes, checksum: c25df059ec7e067284d2a94d5d1383af (MD5)...",,Oasisbr,https://oasisbr.ibict.br/
keywords,oai:repositorio.unesp.br:11449/205055,A emergência de um classicista digital: uma perspectiva linguística sobre a ati...,http://hdl.handle.net/11449/205055,https://www.rcaap.pt/detail.jsp?id=oai:repositorio.unesp.br:11449/205055,"Reis, Michel Ferreira dos [UNESP]","Submitted by Michel Ferreira dos Reis (michel.reis@unesp.br) on 2021-06-18T01:18:09Z No. of bitstreams: 1 TESE_MICHEL_2021_final.pdf: 4544779 bytes, checksum: 18b181a9605b6842aaf38c4ec847e465 (MD5); Rejected by Aline Aparecida Matias null (alinematias@fclar.unesp.br), reason: Bom dia Michel, para aprovação no Repositório Institucional da UNESP, serão necessárias algumas correções na sua tese. Solicitamos que re...",,Oasisbr,https://oasisbr.ibict.br/
keywords,oai:run.unl.pt:10362/128082,Finger-Counting in Two Illuminated Grammatical Manuscripts (12th – 13th centuries),http://hdl.handle.net/10362/128082,https://www.rcaap.pt/detail.jsp?id=oai:run.unl.pt:10362/128082,"Fernandes, Miguel José da Fontoura Müller da Cruz","A sophisticated system of finger-counting was developed in Greco-Roman antiquity and was used until the middle ages. It enabled people to count to high amounts on their fingers. In the early middle ages, this system gave emergence to a pictorial tradition that lasted centuries: throughout the middle ages, large numbers of illuminated manuscripts with depictions of number-gestures circulated across Europe. There...",,Repositório Institucional da UNL,https://run.unl.pt
